5524	6018
3564	6017
3357	4760
3294	5066
2903	9082
2720	5028
2631	5062
2583	3170
2517	5250
2510	3169
2428	5029
2234	5059
2099	5065
2080	5685
2014	3168
1977	4729
1882	5031
1855	5282
1831	5405
1792	3390
1766	3398
1759	5027
1758	5251
1674	5265
1667	5026
1625	5422
1592	3536
1579	5042
1484	3852
1483	4392
1481	6016
1449	4740
1443	5032
1422	5234
1380	3533
1363	8218
1360	5406
1351	3502
1346	2857
1319	4391
1315	4272
1310	3535
1310	3399
1301	2315
1300	4798
1287	2858
1286	4722
1273	4297
1271	3166
1255	3466
1244	3537
1235	3503
1229	4320
1224	3850
1218	3534
1213	4937
1211	3528
1205	4415
1202	3400
1199	4796
1194	5858
1194	4855
1189	3482
1189	4274
1187	3530
1185	3540
1185	5417
1175	4644
1174	3475
1170	5161
1164	4817
1163	4850
1163	3529
1162	4813
1160	4856
1159	4818
1158	2548
1157	4809
1157	4318
1154	4309
1140	6014
1138	3459
1137	5045
1136	4296
1134	4807
1128	4939
1125	4292
1123	4815
1122	4879
1120	3403
1114	5008
1110	4288
1109	4331
1106	4828
1104	5061
1103	2603
1101	4811
1097	4361
1096	6015
1095	3538
1090	2654
1085	5003
1084	4851
1083	3451
1080	4370
1078	5030
1078	4286
1077	4799
1076	4330
1071	4854
1069	2856
1069	4819
1068	2649
1067	5067
1065	3467
1064	3490
1064	4310
1063	5827
1063	3401
1063	3590
1061	4820
1061	3389
1060	3532
1059	4790
1056	3531
1056	4802
1055	2645
1055	2843
1054	4857
1054	4414
1053	5007
1050	4822
1049	5006
1049	2651
1048	3349
1044	2644
1042	4387
1042	3539
1042	3452
1042	4042
1041	4316
1041	4460
1039	4515
1036	4367
1033	4452
1030	4459
1029	3504
1029	4858
1029	3402
1028	3404
1027	4276
1027	5235
1026	4846
1020	3522
1018	3416
1017	4372
1014	3510
1014	4332
1013	3496
1008	3335
1006	4832
1005	4461
1003	2636
1002	4735
1000	4273
999	2659
999	4870
999	2845
999	4279
998	4860
997	4451
996	2313
996	3497
995	5035
995	4284
993	3432
993	4712
990	3857
989	2653
989	4341
989	5793
988	3481
986	3526
983	3940
981	3326
979	4572
979	4242
977	4826
977	3458
976	3424
976	3346
975	4996
975	4281
975	6021
972	4941
971	3517
970	3336
968	3348
965	3353
965	2401
963	5620
963	3423
963	4861
961	4805
959	5010
959	4936
958	4256
957	4898
957	3527
956	4816
953	4283
952	4825
952	4938
950	4141
948	4801
947	4307
947	4365
947	3589
945	3334
944	5009
944	4951
942	3332
941	5735
940	3571
939	4864
939	4390
939	5389
939	4648
938	3360
936	3340
936	4710
936	3622
936	5325
934	4362
934	4823
933	2547
933	4317
932	4834
932	4804
932	2393
931	3310
930	4875
928	4287
926	6019
926	3357
926	3311
926	4299
925	4884
925	4952
924	4397
923	4646
920	4869
920	4649
920	4849
920	3342
920	3525
919	3337
919	4896
919	2650
917	2019
917	4800
917	5151
917	3347
916	4806
916	3541
915	2210
915	2626
914	4268
914	4374
914	2861
914	2648
913	4862
913	2615
913	4278
912	5002
912	6012
911	2844
910	3323
909	4797
908	3325
908	2338
907	3460
907	4294
907	4845
907	5568
907	3324
906	2647
906	4711
906	3397
906	4291
906	3408
905	4865
905	3524
904	3846
904	4847
904	2842
903	4169
903	3441
903	3317
902	2400
902	3509
902	4265
901	5564
900	2298
900	4652
900	3518
899	4877
897	4836
897	2652
895	5610
894	2634
894	4837
894	4859
893	4792
892	2640
892	4848
892	5005
891	4867
891	2300
891	2859
890	4839
889	2396
889	4709
889	3405
888	2663
888	4827
888	3851
888	4395
888	4794
887	2220
886	3661
886	3319
885	3611
885	2656
884	3542
884	2811
883	4829
881	4645
881	2402
880	3549
880	4289
880	4270
879	3322
878	3507
878	4302
878	2325
878	3391
878	3501
877	4998
877	3279
877	2226
876	3937
876	4824
876	3516
875	3356
874	3361
874	4943
873	4398
873	3362
872	5170
872	2635
872	4487
871	4866
871	5001
871	3354
871	4872
871	4734
871	3338
871	4364
870	3333
870	4458
870	3409
869	4447
868	4369
868	3591
868	4812
867	2312
867	2395
867	2241
865	3339
865	4795
865	4295
864	2244
864	3572
864	3415
863	5604
863	4290
863	4706
863	4676
863	4325
863	2549
862	3474
862	4333
861	2208
860	3443
860	4769
859	4342
859	4438
859	3547
859	3581
858	5019
857	2314
857	5391
856	2346
856	4707
856	2350
855	4371
855	4340
855	4808
855	3916
855	4282
854	5013
854	4263
852	4474
851	4396
851	4814
851	2816
851	4830
850	4399
850	4010
848	3167
848	5817
848	2399
848	5241
848	4962
847	3442
847	6013
846	4655
845	3662
844	5566
844	4695
844	4402
844	2696
843	3352
843	5068
842	4726
841	4871
841	3489
841	2292
841	4350
840	2351
840	3315
840	5041
839	2233
839	3341
839	5049
839	4771
839	4874
838	4186
837	3856
837	5596
836	2643
836	5294
836	4382
835	3450
835	5004
835	5152
835	5048
835	2709
834	2345
834	3330
833	4136
833	4742
833	4293
832	4853
832	2684
832	4765
832	5855
831	4394
831	3552
830	3849
830	4755
830	5063
830	2848
830	4844
829	2365
829	2324
829	3544
828	2863
828	4335
828	4895
827	4713
827	5044
827	4775
827	4873
826	4701
826	4133
825	3327
825	5603
825	2323
825	4889
825	4893
825	2211
824	5192
824	2361
824	4368
824	2661
824	4708
824	5025
824	3523
823	2209
823	4868
823	4777
823	3659
822	3366
822	2697
822	4643
822	5148
821	2222
821	2488
821	4663
820	4328
820	4571
820	3355
819	2243
819	3483
818	4878
818	4574
818	5607
817	5392
816	2216
816	3546
815	3551
814	2671
814	3570
814	4135
814	2631
814	5388
814	2865
814	4886
814	4863
814	2213
813	4685
813	3298
813	4090
813	5016
813	3700
812	4308
812	4744
812	4373
811	4838
811	2238
810	4513
810	2616
810	2406
810	3487
809	4763
809	4690
809	2812
808	3548
808	4905
808	3601
807	4833
807	4944
807	5046
807	3684
807	5018
807	2354
807	4715
806	3614
806	5011
806	4683
805	2657
804	2275
804	3313
804	3281
804	4094
804	2655
804	3615
803	4999
803	3331
803	3600
803	5020
803	4258
803	3368
802	4517
802	4688
802	4730
801	4575
801	4351
801	3612
801	3848
801	4705
801	4940
800	4787
800	5589
800	4363
800	4831
800	3431
800	3505
799	2246
799	4241
798	4773
798	4500
798	4324
797	4983
797	4793
797	3488
796	4725
796	2214
795	4389
795	3345
794	3498
794	4647
793	2864
793	2331
793	4955
793	3473
793	2670
792	3520
792	2403
791	5561
790	2677
790	5624
790	2224
789	2229
789	5595
789	5000
789	3545
788	4298
787	2320
787	4651
787	3396
786	2866
785	3465
785	3563
785	4946
784	5056
784	3386
783	4658
783	4700
782	4721
782	2625
782	2322
781	3385
781	2297
781	3392
781	4260
781	4981
780	2646
780	2678
780	4694
780	4239
779	4942
779	4400
779	4456
779	3359
779	2217
779	3414
778	4326
778	5012
778	3476
778	2813
778	4384
778	3329
778	4664
778	5043
777	4137
777	4748
777	4654
777	2852
776	4388
776	5246
776	4164
776	4959
776	2236
776	2383
776	2860
775	3307
775	3363
775	4728
774	3320
774	5055
774	5606
773	4881
773	3613
773	5047
773	3550
773	4377
772	2242
772	4366
771	2239
771	3318
771	5598
771	5057
771	4334
770	3351
770	3599
769	2356
769	4994
769	3350
769	4791
769	3519
769	4732
768	4723
768	2330
768	4657
768	2690
768	4271
767	3263
767	3308
767	4343
767	4762
767	4737
767	2610
766	2397
766	4660
766	2642
766	2316
765	2334
764	4733
764	4385
763	2308
762	4353
762	3479
762	3321
762	2347
761	4764
761	2545
761	2375
761	4300
761	4501
760	4738
760	4449
760	3377
760	5658
760	2355
760	5584
759	3312
759	4348
759	4174
759	4462
758	3343
758	5996
757	3444
757	4352
757	5172
756	4821
756	5051
755	4673
755	4261
755	2255
755	3698
755	5897
754	4675
754	2349
754	3407
754	4945
754	4888
754	4966
752	4576
752	3406
752	5842
752	4667
752	5014
751	3393
751	4897
751	3508
750	3660
750	2321
749	2340
749	3316
748	4882
748	2228
748	3364
748	5587
747	5060
747	4995
747	4843
747	4724
747	4386
746	2247
746	3277
746	5175
746	2234
746	4329
745	5558
745	4423
745	4277
745	4375
745	4567
745	4463
745	3201
745	2358
745	2302
745	2551
744	4280
744	4642
744	2703
743	4303
743	5039
743	3663
743	3371
743	5408
743	5592
742	2232
742	5661
742	4526
742	4717
741	4696
740	3425
740	4339
740	8921
740	3274
740	4315
740	4900
738	4788
738	2398
738	4731
738	2394
738	4409
738	3365
738	2620
737	5415
737	4785
737	2352
736	2708
736	5052
735	4997
735	4379
735	3314
735	3891
734	2546
734	2609
733	2711
733	2225
733	3480
732	4720
732	4967
732	2303
732	5357
732	2279
732	4407
732	3309
732	5563
731	4650
731	5058
731	3477
730	2519
730	3543
730	2658
730	2683
729	4684
729	4766
729	2639
729	4978
729	3328
729	3650
729	4223
729	2293
728	3344
728	3419
727	3515
727	3378
727	3638
727	2621
726	2810
726	2378
726	2223
725	2660
725	4876
725	4759
724	4404
724	4178
724	4424
724	5053
723	5231
723	3491
723	2550
723	4682
723	4393
723	2869
723	4691
723	3844
723	4182
722	3370
722	4427
722	5660
721	4380
721	2357
721	4887
721	2296
721	2604
721	2333
721	2294
720	3375
720	3471
720	5770
719	2392
719	2326
719	2573
718	2500
718	4401
718	4416
718	4116
718	4098
718	2276
717	4321
717	3284
717	5069
716	3485
715	5622
715	5602
715	3275
714	2235
714	6010
713	5162
713	3367
713	5635
713	2252
713	4686
713	2641
713	8150
713	4580
713	4413
712	5164
712	4604
712	2405
711	4662
711	4669
711	2851
711	4471
710	4961
710	5617
710	2630
710	5867
710	4776
710	2248
709	4779
709	3562
709	4964
709	2329
709	5700
709	4457
708	3512
708	5579
708	4751
708	4718
708	4984
708	2319
708	4810
707	2850
707	5548
707	2219
706	4412
706	5054
706	4163
706	4698
705	4689
705	5050
705	2230
705	3767
705	4953
704	4719
704	2666
704	2376
704	3273
704	3413
704	3358
704	4319
703	5559
703	4419
703	5637
703	5555
703	3280
703	3433
703	4693
703	4883
702	4736
702	4678
702	4703
702	3847
701	3521
701	4275
701	3554
700	4322
700	4529
700	5826
700	4653
700	2286
700	2212
700	2386
700	2377
699	3410
699	2512
699	3673
699	2382
699	4954
699	4989
699	2348
699	4697
699	3579
698	2871
698	2870
698	5853
698	5021
698	3623
698	3288
698	2227
697	5182
697	3276
697	5126
697	2353
697	3394
697	2360
697	2815
696	5854
696	4411
696	4347
696	4835
695	4746
695	3285
695	5145
695	4840
694	3306
694	5601
694	2817
693	5064
693	5600
693	2221
693	2818
693	2557
693	3297
692	5191
692	2489
692	2332
692	4093
691	3933
691	2299
691	2672
691	2796
691	3301
691	4803
691	2821
690	5101
690	4017
690	2665
690	2849
689	4947
689	2404
689	4767
689	5861
689	5022
689	2289
689	5015
688	3387
688	3979
688	4499
688	2499
688	2710
688	3894
688	4789
688	4774
688	4743
687	4786
687	3372
687	2862
687	2215
687	3893
687	2341
687	2245
687	2432
687	2691
687	3649
687	3269
686	4885
686	4444
686	5611
686	5290
686	4486
686	3478
686	5099
686	4219
685	4593
685	5169
685	5570
685	2344
685	2807
684	4354
684	3439
684	2532
684	2633
684	2627
684	2419
683	3295
683	5188
683	4987
683	2556
683	2253
683	2328
683	4439
683	4671
683	4484
683	4758
683	2682
683	2425
683	2867
683	3902
682	4244
682	3651
682	4231
682	3672
682	5023
682	5623
682	2808
682	4960
681	4149
681	5544
680	3278
680	3420
680	2305
680	4778
680	5090
679	2379
679	3209
679	2846
679	2664
679	2496
679	2311
679	5424
678	4985
678	4528
678	2336
678	5077
678	2429
677	3376
677	4969
677	4659
677	2249
677	3036
677	2368
677	2339
677	2291
677	5649
676	4437
676	3139
676	5171
676	3495
676	5593
675	2318
675	5038
675	2240
675	2702
675	4727
675	2839
675	5621
675	5821
675	4745
675	4403
674	2868
674	3299
674	3854
674	3293
674	4345
674	2288
674	2835
674	4376
673	2853
673	4266
673	3569
673	5037
673	5545
673	2374
673	4674
673	4747
673	2359
672	3648
672	4285
672	5554
672	4899
672	2231
672	4975
672	4516
671	2493
671	2366
671	2679
671	4498
671	4410
671	5125
671	4450
671	3494
670	4904
670	4891
670	5237
670	3158
670	5877
670	2504
670	2335
669	4992
669	5094
669	5097
669	3683
669	5193
669	4594
669	4168
669	5750
669	5073
669	4472
668	5634
668	3292
668	3553
667	2662
667	2304
667	3412
666	4338
666	3493
666	3696
665	3282
665	5185
665	5105
665	2520
664	5833
664	5562
664	3499
664	4251
664	5615
664	2362
663	4433
663	3749
663	5233
663	3785
